"student_id","choose_method","concepts","interpretation","submit_time","percent_submit","assignment_score","cheat_index"
"student_41",40,64.2857142857143,56.25,175.660925972197,100,86.5476190476191,0.545348198579019
"student_42",30,50,18.75,157.235685833328,88.8888888888889,92.5,0.956155168083295
"student_43",20,35.7142857142857,43.75,145.749903611094,100,91.6666666666667,0.826854758246964
"student_44",50,42.8571428571429,68.75,164.903388888902,88.8888888888889,64.8809523809524,0.659387084276863
"student_45",40,42.8571428571429,50,154.545493472219,88.8888888888889,92.5,0.945856137029409
"student_46",40,50,31.25,176.863811111119,88.8888888888889,80,0.988550106257066
"student_47",60,57.1428571428571,62.5,132.203685694436,88.8888888888889,86.6666666666667,0.585784942261975
"student_48",40,35.7142857142857,43.75,158.169600972202,100,80,0.745314341723773
"student_49",40,35.7142857142857,25,132.269226180547,100,72.1428571428571,0.690323833106959
"student_50",80,50,43.75,143.312437222236,100,87.5,0.977942094553352
"student_51",50,71.4285714285714,50,95.0438686805632,100,90,1
"student_52",40,42.8571428571429,50,115.275849722226,88.8888888888889,48.8095238095238,0.847803758380074
"student_53",70,42.8571428571429,62.5,101.594552152769,100,92.5,0.951438261983161
"student_54",70,50,37.5,121.791437291685,100,92.5,0.96572271638204
"student_55",30,64.2857142857143,56.25,138.731657569442,100,71.6666666666667,0.660427894839866
"student_56",20,64.2857142857143,50,174.774666249984,100,92.5,1
"student_57",60,71.4285714285714,50,133.54870611108,77.7777777777778,84.4444444444444,1
"student_58",70,75,83.3333333333333,68.6737454861071,100,85,0.903508924710777
"student_59",60,35.7142857142857,50,177.322895972232,77.7777777777778,63.3333333333333,0.793644939519916
"student_60",20,35.7142857142857,31.25,149.011151250005,100,95,0.998708683903485
"student_61",30,75,44.4444444444444,75.6567110416624,75,63.3333333333333,0.488203994670449
"student_62",50,78.5714285714286,68.75,147.348052986115,100,90,0.969945434684072
"student_63",40,50,55.5555555555556,150.846189861082,87.5,80,0.806338141298672
"student_64",30,75,38.8888888888889,139.677746180561,100,85,1
"student_65",60,64.2857142857143,68.75,152.043235277782,100,78.3333333333333,0.438858757700174
"student_66",20,57.1428571428571,50,137.944551458342,88.8888888888889,76.1111111111111,0.775528018800612
"student_67",30,41.6666666666667,44.4444444444444,157.858783611109,100,82.5,0.63716489394016
"student_68",60,41.6666666666667,66.6666666666667,143.184276458323,87.5,58.75,0.866394529928807
"student_69",30,33.3333333333333,33.3333333333333,143.213198611107,100,85,0.90505594469966
"student_70",20,35.7142857142857,56.25,153.211342500018,88.8888888888889,72.5,0.716873263192037
"student_71",30,42.8571428571429,68.75,134.799282916668,100,95,0.674229649983963
"student_72",60,75,44.4444444444444,131.295392916666,100,68.75,0.464664886472097
"student_73",40,28.5714285714286,43.75,128.526640902774,100,73.2142857142857,0.820974037063488
"student_74",60,58.3333333333333,44.4444444444444,113.562503749993,87.5,76.6666666666667,0.784692173139374
"student_75",0,42.8571428571429,50,155.628651388884,66.6666666666667,95,0.62524799072564
"student_76",60,71.4285714285714,68.75,82.7466077778075,55.5555555555556,69.7619047619048,0.518876524215148
"student_77",60,64.2857142857143,75,131.078546666669,100,87.5,0.651414018887898
"student_78",50,50,88.8888888888889,156.405644166685,50,80,0.852462076594852
"student_79",70,50,38.8888888888889,146.814166666667,37.5,45,0.390477866831135
"student_80",10,41.6666666666667,27.7777777777778,88.9202138194607,87.5,68.75,0.261720794921
"student_81",50,50,44.4444444444444,136.225679722213,62.5,97.5,0.496013801269115
"student_82",66.6666666666667,33.3333333333333,47.0588235294118,155.364271666673,100,81.25,0.758001425608812
"student_83",20,50,25,118.484906805538,100,95,0.845691696744131
"student_84",60,64.2857142857143,93.75,93.3721872916652,100,82.5,0.610243757567004
"student_85",40,78.5714285714286,75,143.143522222241,100,77.7976190476191,0.521751062793876
"student_86",40,35.7142857142857,37.5,134.288548194435,77.7777777777778,67.1428571428571,0.750508214140608
"student_87",20,33.3333333333333,38.8888888888889,149.381913055546,100,80,0.589583229274068
"student_88",30,50,55.5555555555556,128.406042500006,100,83.75,1
"student_89",0,66.6666666666667,61.1111111111111,60.5150947222279,100,83.75,0.979100932001892
"student_90",50,21.4285714285714,43.75,121.005317291684,100,95,0.955761935200363
"student_91",30,42.8571428571429,56.25,150.576798472222,100,84.8809523809524,0.842082504513595
"student_92",10,57.1428571428571,37.5,182.033626666698,77.7777777777778,87.7777777777778,0.751315494280914
"student_93",80,71.4285714285714,87.5,52.516177222232,88.8888888888889,90,0.498268225494316
"student_94",40,35.7142857142857,37.5,103.446941111104,100,54.4642857142857,0.744144620026028
"student_95",30,42.8571428571429,56.25,126.573270555553,100,81.25,0.612269320296008
"student_96",50,50,38.8888888888889,131.139578472227,100,77.5,0.895988855427375
"student_97",30,57.1428571428571,37.5,124.400300138891,100,95,0.796984514682845
"student_98",70,78.5714285714286,87.5,152.537969722218,88.8888888888889,81.5476190476191,0.590666403624768
"student_99",30,57.1428571428571,68.75,106.935153333346,88.8888888888889,71.1111111111111,0.44426198482108
"student_100",30,75,66.6666666666667,115.047426180542,100,83.75,0.534407751540758
"student_101",60,57.1428571428571,75,131.858686319457,100,82.5,0.727163597393398
"student_102",40,75,50,152.689760347224,100,82.5,0.74031204930603
"student_103",20,35.7142857142857,43.75,147.50948618056,100,62.9761904761905,0.598206094919819
"student_104",40,66.6666666666667,33.3333333333333,141.514239722209,100,82.5,1
"student_105",40,41.6666666666667,33.3333333333333,158.74186909722,100,78.75,0.710695525212208
"student_106",20,33.3333333333333,33.3333333333333,139.373464097232,75,62.5,0.662205935213724
"student_107",30,50,66.6666666666667,138.272674027764,100,95,0.50064925274796
"student_108",80,78.5714285714286,62.5,101.25628909722,100,95,0.447245235070611
"student_109",60,41.6666666666667,50,138.75777381945,100,82.5,0.723663300951642
"student_110",30,41.6666666666667,66.6666666666667,151.494869930546,100,80,0.986107367611376
"student_111",40,50,62.5,86.2359994444417,100,75,0.550172870735341
"student_112",40,41.6666666666667,77.7777777777778,137.52855770833,100,72.5,0.454825176004915
"student_113",40,41.6666666666667,50,149.081616250012,87.5,61.6666666666667,1
"student_114",20,38.4615384615385,68.75,163.656798888875,77.7777777777778,40,0.418712704832205
"student_115",40,66.6666666666667,33.3333333333333,46.5638531249927,100,83.75,0.978334101356196
"student_116",30,35.7142857142857,50,98.4496463194324,100,83.3333333333333,0.771939888532542
"student_117",60,58.3333333333333,55.5555555555556,52.3736544444495,100,85,0.734873435629599
"student_118",30,71.4285714285714,68.75,151.384431180557,100,91.25,0.805404256749323
"student_119",40,71.4285714285714,43.75,66.7557948611014,100,79.6428571428571,0.61545386635635
"student_120",30,58.3333333333333,44.4444444444444,158.091802847236,100,82.5,0.391981171659775
"student_121",30,41.6666666666667,55.5555555555556,114.055581319431,100,68.9285714285714,0.902128196791732
"student_122",70,57.1428571428571,50,60.5604937500093,100,72.0833333333333,0.536043036628469
"student_123",20,78.5714285714286,56.25,117.981356249998,88.8888888888889,72.8571428571429,0.472516217773789
"student_124",60,50,50,139.178903472225,100,86.9642857142857,0.789853424537614
"student_125",10,50,31.25,123.501920138896,100,95,0.811460812540594
"student_126",10,57.1428571428571,75,160.691625555555,88.8888888888889,82.5,1
"student_127",40,58.3333333333333,66.6666666666667,139.261503819442,100,76.25,1
"student_128",30,35.7142857142857,43.75,127.922868472222,100,95,0.900762743416413
"student_129",40,91.6666666666667,38.8888888888889,132.023318958332,87.5,85,0.648306666605556
"student_130",40,50,50,131.638039305574,100,74.5833333333333,0.754894062633684
"student_131",50,57.1428571428571,56.25,168.42840777778,100,78.3333333333333,1
"student_132",30,35.7142857142857,31.25,128.863296597219,100,90,0.744942888192085
"student_133",40,33.3333333333333,38.8888888888889,65.3042359722323,100,70,0.535214912817632
"student_134",40,42.8571428571429,62.5,130.776086805546,100,76.5476190476191,0.514346426579292
"student_135",50,50,62.5,141.059529583338,100,69.7619047619048,0.787440056417055
"student_136",50,63.6363636363636,38.8888888888889,83.5646943055425,100,78.75,0.541345630551199
"student_137",30,50,62.5,175.132538611127,100,83.2142857142857,1
"student_138",50,57.1428571428571,68.75,161.89333666669,100,73.3333333333333,0.703205151280875
"student_139",10,36.3636363636364,5.55555555555556,134.54830805555,100,85,1
"student_140",30,50,38.8888888888889,127.844365555578,62.5,50,0.736375373516658
"student_141",30,42.8571428571429,50,105.063032916652,88.8888888888889,95,0.685094194032948
"student_142",20,41.6666666666667,55.5555555555556,140.447211388879,100,82.5,1
"student_143",30,66.6666666666667,50,150.343534930564,100,81.25,0.989453542768899
"student_144",30,41.6666666666667,44.4444444444444,137.931968958328,100,70,0.877813370689722
"student_145",50,41.6666666666667,33.3333333333333,43.1524977777733,100,69.4642857142857,0.964675596241075
"student_146",40,50,50,141.002798541668,87.5,70,0.584678735402206
"student_147",40,25,27.7777777777778,118.523880833338,100,82.5,1
"student_148",70,66.6666666666667,55.5555555555556,53.063041041675604,100,83.75,1
"student_149",40,41.6666666666667,50,160.008111875008,100,73.9285714285714,0.754639538050969
"student_150",30,57.1428571428571,62.5,124.361210277776,88.8888888888889,85,0.683838712239792
"student_151",40,16.6666666666667,44.4444444444444,151.337487152782,100,85,0.990847634623609
"student_152",30,50,44.4444444444444,149.960196180559,100,76.25,0.648126696528714
"student_153",30,35.7142857142857,43.75,114.835726736105,100,95,0.77411872630768
"student_154",40,66.6666666666667,50,149.434769027796,100,82.5,0.63234651060844
"student_155",10,28.5714285714286,50,170.763948055572,66.6666666666667,61.6666666666667,0.548043773480894
"student_156",20,64.2857142857143,56.25,119.134742777778,100,95,0.497843052008906
"student_157",60,75,66.6666666666667,134.018203680565,100,85,1
"student_158",60,78.5714285714286,68.75,142.552734930548,100,82.5,0.99981857642622
"student_159",30,42.8571428571429,31.25,165.807752083341,88.8888888888889,79.0476190476191,0.52792588529514906
"student_160",20,57.1428571428571,56.25,114.132379097227,100,90,0.877269382943151
"student_161",60,42.8571428571429,62.5,165.788595277766,88.8888888888889,73.75,0.584588347262639
"student_162",20,25,38.8888888888889,148.500332430551,100,82.5,0.79015995088989
"student_163",50,41.6666666666667,22.2222222222222,154.670777569446,87.5,82.5,0.686912727761775
"student_164",60,57.1428571428571,37.5,150.872986805571,100,95,0.722456392790681
"student_165",50,50,37.5,126.304107083331,100,72.7976190476191,0.602621942120512
"student_166",60,75,77.7777777777778,54.9475311805473,75,63.3333333333333,0.503781088405609
"student_167",10,25,35.2941176470588,150.447119513883,75,51.4285714285714,0.441865908904635
"student_168",50,50,44.4444444444444,154.312302222219,87.5,93.3333333333333,0.405715923408339
"student_169",80,71.4285714285714,75,69.9470290277733,100,95,0.769051938245551
"student_170",40,50,62.5,144.614420902746,100,90,0.608376910153942
"student_171",30,41.6666666666667,50,30.0164766666624,100,81.25,0.499948863320645
"student_172",20,33.3333333333333,50,127.930614999996,87.5,83.75,0.657538409526968
"student_173",40,58.3333333333333,44.4444444444444,157.78958819444,100,67.5,1
"student_174",50,35.7142857142857,56.25,141.508946666668,100,82.5,0.865549940092773
"student_175",80,50,33.3333333333333,121.141608194444,100,81.25,0.543336519393678
"student_176",60,57.1428571428571,56.25,153.135556458318,100,95,0.628990941459902
"student_177",50,57.1428571428571,37.5,141.72764729167,88.8888888888889,69.4642857142857,0.998825400117058
"student_178",30,64.2857142857143,56.25,141.199288888888,100,92.5,0.787830422571554
"student_179",30,41.6666666666667,44.4444444444444,148.47017111111,100,67.5,0.677752731497347
"student_180",90,71.4285714285714,81.25,116.372822083334,100,87.5,0.943017753778411
"student_181",50,66.6666666666667,55.5555555555556,152.789996111095,100,85,0.498388881406577
"student_182",30,33.3333333333333,38.8888888888889,157.884599444469,100,76.25,0.910114326439824
"student_183",40,57.1428571428571,56.25,138.339160902782,100,84.4642857142857,0.866787353137448
"student_184",50,58.3333333333333,55.5555555555556,79.7032904166811,100,83.75,1
"student_185",30,64.2857142857143,62.5,180.925261527797,88.8888888888889,90,1
"student_186",50,50,50,144.374685347213,100,85,0.941841748830473
"student_187",30,57.1428571428571,50,179.965952500006,66.6666666666667,95,0.839762031855037
"student_188",70,83.3333333333333,50,150.512709097233,100,81.25,0.710358420461738
"student_189",30,66.6666666666667,33.3333333333333,137.949234513889,100,80,0.853508614758427
"student_190",50,41.6666666666667,55.5555555555556,158.80143006944,100,72.5,0.556523758920598
"student_191",20,28.5714285714286,25,144.479765625,100,54.1666666666667,0.994785826549246
"student_192",40,42.8571428571429,37.5,171.929340138866,77.7777777777778,77.5,0.874478395011051
"student_193",30,21.4285714285714,31.25,172.354507916669,88.8888888888889,67.0833333333333,0.481183094675668
"student_194",40,42.8571428571429,50,122.485752361119,88.8888888888889,63.3333333333333,0.772272230842537
"student_195",30,21.4285714285714,50,127.486684236096,100,82.5,0.977915266057203
"student_196",30,28.5714285714286,56.25,182.723802361091,88.8888888888889,48.6309523809524,0.912008099064257
"student_197",20,21.4285714285714,25,130.048671319435,100,69.5833333333333,1
"student_198",30,28.5714285714286,50,180.482254722218,55.5555555555556,100,0.690780868879604
"student_199",50,42.8571428571429,31.25,165.124022361106,88.8888888888889,78.2142857142857,0.928521467768336
"student_200",50,14.2857142857143,18.75,144.119829722246,66.6666666666667,75,0.785032580322806
"student_201",40,50,18.75,158.953375694421,77.7777777777778,75.5555555555556,0.999689956617146
"student_202",30,35.7142857142857,37.5,138.915742361115,88.8888888888889,77.0833333333333,0.927944231744392
"student_203",30,21.4285714285714,56.25,141.786525138881,100,75.7142857142857,1
"student_204",40,21.4285714285714,6.25,148.012695416676,88.8888888888889,80,0.670436483295083
"student_205",20,35.7142857142857,12.5,182.652346249984,88.8888888888889,81.25,0.937081042240006
"student_206",50,35.7142857142857,46.6666666666667,157.476189861099,77.7777777777778,68.3333333333333,1
"student_207",20,14.2857142857143,31.25,119.593322152777,100,73.3333333333333,0.76669815615914
"student_208",60,50,31.25,152.974947986106,100,85,0.680238716751464
"student_209",30,28.5714285714286,18.75,179.925428888897,88.8888888888889,49.0476190476191,0.67866610980799
"student_210",40,28.5714285714286,31.25,172.819765833351,88.8888888888889,76.6666666666667,1
"student_211",20,28.5714285714286,31.25,145.445588333309,88.8888888888889,67.5,1
"student_212",40,35.7142857142857,18.75,111.215335000008,88.8888888888889,71.25,1
"student_213",40,42.8571428571429,43.75,180.325051944421,100,62.0833333333333,0.67904345669067
"student_214",50,33.3333333333333,27.7777777777778,159.357934305569,100,80,0.612794635958352
"student_215",50,33.3333333333333,38.8888888888889,156.717510486129,62.5,90,0.827759170078818
"student_216",40,7.14285714285714,6.25,151.852709722221,62.5,75,0.950668291397231
"student_217",30,33.3333333333333,38.8888888888889,115.419370555563,100,72.6785714285714,0.912531375240638
"student_218",20,25,38.8888888888889,150.850662499981,100,75.1785714285714,0.641024839929093
"student_219",30,50,22.2222222222222,147.113790416684,100,78.75,0.899549020551334
"student_220",30,16.6666666666667,33.3333333333333,154.130439374993,87.5,65,0.556966338545921
"student_221",60,33.3333333333333,38.8888888888889,149.359185138875,75,60,0.827431059592873
"student_222",30,33.3333333333333,44.4444444444444,131.201555000014,87.5,66.6666666666667,0.240210879272681
"student_223",70,75,55.5555555555556,163.378442777776,100,85,0.958450314947452
"student_224",20,33.3333333333333,16.6666666666667,232.97063652777,50,43.5714285714286,0.961300423096633
"student_225",20,41.6666666666667,38.8888888888889,156.683273680558,37.5,82.5,0.831429451387422
"student_226",30,25,38.8888888888889,146.794001111107,100,76.4285714285714,0.999807829939531
"student_227",20,42.8571428571429,62.5,155.715883055545,100,80,0.985505167845244
"student_228",40,50,44.4444444444444,157.50404611109,100,71.4285714285714,0.929949598543034
"student_229",10,58.3333333333333,38.8888888888889,146.642848333319,100,76.25,0.590550427469525
"student_230",60,25,27.7777777777778,148.654242500001,87.5,76.25,0.780560382139799
"student_231",20,33.3333333333333,16.6666666666667,114.780340694454,75,75.1785714285714,1
"student_232",30,25,50,149.380270902796,100,72.6785714285714,1
"student_233",30,50,33.3333333333333,118.721285486105,100,80,0.911258232284337
"student_234",50,50,27.7777777777778,146.540083472232,100,78.75,0.967224554289262
"student_235",40,33.3333333333333,27.7777777777778,144.181356666668,100,77.5,0.992073225033522
"student_236",30,33.3333333333333,55.5555555555556,163.051870138894,100,80,0.984459233170706
"student_237",10,50,38.8888888888889,145.252769513875,87.5,85.2380952380952,0.845482435179861
"student_238",40,16.6666666666667,22.2222222222222,156.581287222223,75,63.3928571428571,0.744534422543092
"student_239",40,58.3333333333333,38.8888888888889,34.8277944444451,100,73.75,0.359758394124982
"student_240",50,41.6666666666667,38.8888888888889,109.732151527786,100,80,0.712894665867562
"student_241",50,41.6666666666667,27.7777777777778,150.97332333333,62.5,47.3809523809524,0.262215637664147
"student_242",20,42.8571428571429,43.75,155.013674722231,100,82.5,0.712047775303481
"student_243",60,28.5714285714286,12.5,160.1774259028,75,73.3333333333333,0.878361955517886
"student_244",60,42.8571428571429,43.75,144.818072129632,87.5,66.25,0.813287337569929
"student_245",40,33.3333333333333,44.4444444444444,144.336527777778,75,68.75,0.50650131302185
"student_246",0,25,33.3333333333333,146.971580694434,87.5,73.3333333333333,0.734385673017955
"student_247",40,25,38.8888888888889,146.064089027776,100,72.8571428571429,0.959184502894783
"student_248",30,16.6666666666667,16.6666666666667,163.239766319444,100,66.25,0.949541108600695
"student_249",40,58.3333333333333,22.2222222222222,85.3484771527681,100,68.75,0.967403288507009
"student_250",30,21.4285714285714,37.5,150.403782916665,75,77.5,0.677224832306172
"student_251",10,21.4285714285714,25,155.19467444443,77.7777777777778,58.0952380952381,0.735019054111559
"student_252",30,35.7142857142857,50,158.415795416666,88.8888888888889,67.5,1
"student_253",40,21.4285714285714,37.5,142.647410972201,100,82.5,0.447052596008865
"student_254",40,35.7142857142857,18.75,157.67495277779,88.8888888888889,47.3809523809524,0.389954695665226
"student_255",70,35.7142857142857,31.25,152.924354236109,100,87.5,0.643973137649213
"student_256",50,71.4285714285714,25,157.105256527762,77.7777777777778,43.3928571428571,0.450260513007181
"student_257",40,28.5714285714286,6.25,178.125158472227,88.8888888888889,76.6666666666667,0.907783667399075
"student_258",20,35.7142857142857,6.25,154.094202916655,100,48.6904761904762,0.681089026985297
"student_259",40,21.4285714285714,43.75,142.97032743055,100,77.5,0.897461443960906
"student_260",10,14.2857142857143,37.5,158.433284027775,88.8888888888889,80.8333333333333,1
"student_261",40,14.2857142857143,56.25,138.862990069439,100,90,1
"student_262",40,21.4285714285714,12.5,158.04991513888,88.8888888888889,90,0.838079417149847
"student_263",50,28.5714285714286,18.75,133.94634631945,100,87.5,0.847088800546536
"student_264",40,21.4285714285714,31.25,137.702302499993,100,92.5,0.984443418082273
"student_265",40,21.4285714285714,31.25,159.090939861106,77.7777777777778,50.8928571428571,0.368693268892762
"student_266",20,14.2857142857143,43.75,158.177659027775,88.8888888888889,90,0.873128760141803
"student_267",30,21.4285714285714,18.75,158.830130416685,77.7777777777778,40.952380952381,0.612505416535966
"student_268",10,7.14285714285714,37.5,158.170438333319,88.8888888888889,90,0.740802197118284
"student_269",20,7.14285714285714,31.25,139.742713402791,100,90,0.825683974224857
"student_270",40,35.7142857142857,37.5,123.992626666658,77.7777777777778,81.9642857142857,0.52694697506389
"student_271",30,14.2857142857143,18.75,153.714249583317,88.8888888888889,90,0.775841858262605
"student_272",50,75,33.3333333333333,114.432356805553,100,73.75,0.987033796164153
"student_273",40,33.3333333333333,33.3333333333333,152.655704097201,87.5,63.5714285714286,0.968120200748322
"student_274",20,58.3333333333333,55.5555555555556,127.381709930549,100,78.75,0.671418765200991
"student_275",40,33.3333333333333,33.3333333333333,135.271233541651,100,76.25,1
"student_276",33.3333333333333,33.3333333333333,22.2222222222222,143.715872847223,87.5,67.5,0.828881641415907
"student_277",60,66.6666666666667,33.3333333333333,151.594523124993,100,51.4285714285714,0.677626993137218
"student_278",40,33.3333333333333,27.7777777777778,154.135517847223,100,78.75,0.989793149420184
"student_279",20,50,38.8888888888889,154.12722951389,100,55.3571428571429,0.364723144032875
"student_280",20,50,33.3333333333333,155.832040416681,87.5,71.6666666666667,0.806495957577037
"student_281",30,50,33.3333333333333,157.419477430549,100,63.75,0.796943195155167
"student_282",30,41.6666666666667,27.7777777777778,140.117767569439,100,68.75,0.779895305251971
"student_283",50,41.6666666666667,56.25,154.62547909725,100,75,0.795562043223033
"student_284",50,58.3333333333333,22.2222222222222,126.451335277756,100,85,0.796030768751988
"student_285",10,41.6666666666667,33.3333333333333,161.776097847223,75,59.0476190476191,0.65238702453701
"student_286",50,33.3333333333333,16.6666666666667,126.266408333315,100,56.25,0.705677217728044
"student_287",20,83.3333333333333,55.5555555555556,154.793808194449,87.5,95,0.532735552970887
"student_288",40,50,61.1111111111111,149.177053819448,100,81.25,0.939140222794076
"student_289",40,33.3333333333333,38.8888888888889,145.218869444463,100,66.7857142857143,0.911240441512022
"student_290",20,50,27.7777777777778,153.26740993056,100,81.25,0.802661095509799
"student_291",30,50,22.2222222222222,112.123096527788,100,62.5,0.729424868050044
"student_292",30,41.6666666666667,33.3333333333333,157.889354166653,62.5,80,0.847823382654135
"student_293",20,41.6666666666667,27.7777777777778,147.647700555589,62.5,80,0.995764270038406
"student_294",50,36.3636363636364,44.4444444444444,158.387898750007,87.5,83.75,0.726851014645214
"student_295",40,33.3333333333333,27.7777777777778,148.846676944428,50,95,0.970514807471669
"student_296",30,41.6666666666667,50,151.584987777803,62.5,70,1
"student_297",20,41.6666666666667,22.2222222222222,97.7207313888934,100,83.75,0.924035085247033
"student_298",60,66.6666666666667,22.2222222222222,145.835595555554,100,80,0.628018799401495
"student_299",50,50,50,130.289612083336,100,82.5,0.88377290766293
"student_300",40,33.3333333333333,33.3333333333333,110.94667937499,87.5,80,0.706178180015239
"student_301",40,50,38.8888888888889,118.819024097241,100,82.5,0.956160639950722
"student_302",50,66.6666666666667,55.5555555555556,113.052544305556,100,55.3571428571429,0.879833090321828
"student_303",30,25,33.3333333333333,153.153171250009,75,78.3333333333333,1
"student_304",50,58.3333333333333,50,26.1820511805515,100,66.25,0.312615551740046
"student_305",30,50,33.3333333333333,149.486168749995,100,77.5,0.966181863784405
"student_306",50,66.6666666666667,44.4444444444444,142.652392847207,100,85,0.787345476391625
"student_307",40,16.6666666666667,55.5555555555556,148.360313333339,62.5,38.3333333333333,0.995759112837831
"student_308",40,33.3333333333333,38.8888888888889,153.204267986102,87.5,82.5,0.705481737278701
"student_309",40,50,27.7777777777778,105.806476805558,100,83.75,0.756373794541208
"student_310",30,58.3333333333333,50,134.351135694451,100,72.8571428571429,0.997718923232203
"student_311",40,25,38.8888888888889,149.350696666704,75,48.5714285714286,0.741998410376205
"student_312",60,50,33.3333333333333,139.516028611097,87.5,78.75,0.883172883170753
"student_313",60,58.3333333333333,44.4444444444444,135.266395347218,100,83.75,0.89651788474009
"student_314",40,41.6666666666667,44.4444444444444,113.813609236115,100,57.6785714285714,0.890454006844055
"student_315",70,66.6666666666667,61.1111111111111,133.670926180565,87.5,73.3333333333333,1
"student_316",70,58.3333333333333,33.3333333333333,138.197544652787,100,82.5,1
"student_317",50,41.6666666666667,16.6666666666667,152.937044097218,100,72.5,1
"student_318",50,50,44.4444444444444,144.924282986108,100,76.25,0.927165284582939
"student_319",50,66.6666666666667,50,86.8166009027759,100,85,0.658004232208075
"student_320",30,41.6666666666667,55.5555555555556,150.612347291675,100,81.25,0.896217725692061
"student_321",70,41.6666666666667,27.7777777777778,138.037178888884,100,62.5,0.599563290614279
"student_322",40,50,50,149.561214861125,100,83.75,0.680447063873364
"student_323",30,58.3333333333333,50,160.723581041677,100,85,0.951050080024767
"student_324",50,33.3333333333333,55.5555555555556,154.344426805559,87.5,80,0.890243967613674
"student_325",40,50,38.8888888888889,85.2113215972318,100,72.5,0.709666688966746
"student_326",50,75,38.8888888888889,126.443952500009,100,73.75,0.744252552592815
"student_327",40,41.6666666666667,33.3333333333333,100.398214861121,100,83.75,1
"student_328",30,66.6666666666667,33.3333333333333,92.9367011111147,87.5,81.25,0.9408572728725
"student_329",50,50,68.75,158.037876250015,100,67.5,0.994345085938578
"student_330",40,35.7142857142857,31.25,168.622537638909,88.8888888888889,82.5,0.669632962935516
"student_331",20,25,50,130.629977152778,100,83.75,0.873362146132795
"student_332",50,57.1428571428571,43.75,164.435448472235,100,82.5,1
"student_333",40,71.4285714285714,50,158.71478944444,100,63.3333333333333,0.976812664465553
"student_334",20,66.6666666666667,27.7777777777778,141.356624652776,100,83.75,0.882755815389424
"student_335",10,41.6666666666667,33.3333333333333,150.470995624993,87.5,70,0.94583842568383
