student_id,ChooseMethod,Concepts,Interpret,SubmitTime,PercentSubmit,LearnPerform,CheatBehavior
37,30,85.71428571,56.25,115.178135,100,90,0.984807425
38,50,35.71428571,37.5,145.028544,88.88888889,95,0.868963404
39,10,57.14285714,53.33333333,127.673802,100,95,0.936028087
40,60,57.14285714,50,155.1215154,88.88888889,69.44444444,0.461916274
41,40,64.28571429,56.25,175.660926,100,86.54761905,0.545348199
42,30,50,18.75,157.2356858,88.88888889,92.5,0.956155168
43,20,35.71428571,43.75,145.7499036,100,91.66666667,0.826854758
44,50,42.85714286,68.75,164.9033889,88.88888889,64.88095238,0.659387084
45,40,42.85714286,50,154.5454935,88.88888889,92.5,0.945856137
46,40,50,31.25,176.8638111,88.88888889,80,0.988550106
47,60,57.14285714,62.5,132.2036857,88.88888889,86.66666667,0.585784942
48,40,35.71428571,43.75,158.169601,100,80,0.745314342
49,40,35.71428571,25,132.2692262,100,72.14285714,0.690323833
50,80,50,43.75,143.3124372,100,87.5,0.977942095
51,50,71.42857143,50,95.04386868,100,90,1
52,40,42.85714286,50,115.2758497,88.88888889,48.80952381,0.847803758
53,70,42.85714286,62.5,101.5945522,100,92.5,0.951438262
54,70,50,37.5,121.7914373,100,92.5,0.965722716
55,30,64.28571429,56.25,138.7316576,100,71.66666667,0.660427895
56,20,64.28571429,50,174.7746662,100,92.5,1
57,60,71.42857143,50,133.5487061,77.77777778,84.44444444,1
58,70,75,83.33333333,68.67374549,100,85,0.903508925
59,60,35.71428571,50,177.322896,77.77777778,63.33333333,0.79364494
60,20,35.71428571,31.25,149.0111513,100,95,0.998708684
61,30,75,44.44444444,75.65671104,75,63.33333333,0.488203995
62,50,78.57142857,68.75,147.348053,100,90,0.969945435
63,40,50,55.55555556,150.8461899,87.5,80,0.806338141
64,30,75,38.88888889,139.6777462,100,85,1
65,60,64.28571429,68.75,152.0432353,100,78.33333333,0.438858758
66,20,57.14285714,50,137.9445515,88.88888889,76.11111111,0.775528019
67,30,41.66666667,44.44444444,157.8587836,100,82.5,0.637164894
68,60,41.66666667,66.66666667,143.1842765,87.5,58.75,0.86639453
69,30,33.33333333,33.33333333,143.2131986,100,85,0.905055945
70,20,35.71428571,56.25,153.2113425,88.88888889,72.5,0.716873263
71,30,42.85714286,68.75,134.7992829,100,95,0.67422965
72,60,75,44.44444444,131.2953929,100,68.75,0.464664886
73,40,28.57142857,43.75,128.5266409,100,73.21428571,0.820974037
74,60,58.33333333,44.44444444,113.5625037,87.5,76.66666667,0.784692173
75,0,42.85714286,50,155.6286514,66.66666667,95,0.625247991
76,60,71.42857143,68.75,82.74660778,55.55555556,69.76190476,0.518876524
77,60,64.28571429,75,131.0785467,100,87.5,0.651414019
78,50,50,88.88888889,156.4056442,50,80,0.852462077
79,70,50,38.88888889,146.8141667,37.5,45,0.390477867
80,10,41.66666667,27.77777778,88.92021382,87.5,68.75,0.261720795
81,50,50,44.44444444,136.2256797,62.5,97.5,0.496013801
82,67,33.33333333,47.05882353,155.3642717,100,81.25,0.758001426
83,20,50,25,118.4849068,100,95,0.845691697
84,60,64.28571429,93.75,93.37218729,100,82.5,0.610243758
85,40,78.57142857,75,143.1435222,100,77.79761905,0.521751063
86,40,35.71428571,37.5,134.2885482,77.77777778,67.14285714,0.750508214
87,20,33.33333333,38.88888889,149.3819131,100,80,0.589583229
88,30,50,55.55555556,128.4060425,100,83.75,1
89,0,66.66666667,61.11111111,60.51509472,100,83.75,0.979100932
90,50,21.42857143,43.75,121.0053173,100,95,0.955761935
91,30,42.85714286,56.25,150.5767985,100,84.88095238,0.842082505
92,10,57.14285714,37.5,182.0336267,77.77777778,87.77777778,0.751315494
93,80,71.42857143,87.5,52.51617722,88.88888889,90,0.498268225
94,40,35.71428571,37.5,103.4469411,100,54.46428571,0.74414462
95,30,42.85714286,56.25,126.5732706,100,81.25,0.61226932
96,50,50,38.88888889,131.1395785,100,77.5,0.895988855
97,30,57.14285714,37.5,124.4003001,100,95,0.796984515
98,70,78.57142857,87.5,152.5379697,88.88888889,81.54761905,0.590666404
99,30,57.14285714,68.75,106.9351533,88.88888889,71.11111111,0.444261985
100,30,75,66.66666667,115.0474262,100,83.75,0.534407752
101,60,57.14285714,75,131.8586863,100,82.5,0.727163597
102,40,75,50,152.6897603,100,82.5,0.740312049
103,20,35.71428571,43.75,147.5094862,100,62.97619048,0.598206095
104,40,66.66666667,33.33333333,141.5142397,100,82.5,1
105,40,41.66666667,33.33333333,158.7418691,100,78.75,0.710695525
106,20,33.33333333,33.33333333,139.3734641,75,62.5,0.662205935
107,30,50,66.66666667,138.272674,100,95,0.500649253
108,80,78.57142857,62.5,101.2562891,100,95,0.447245235
109,60,41.66666667,50,138.7577738,100,82.5,0.723663301
110,30,41.66666667,66.66666667,151.4948699,100,80,0.986107368
111,40,50,62.5,86.23599944,100,75,0.550172871
112,40,41.66666667,77.77777778,137.5285577,100,72.5,0.454825176
113,40,41.66666667,50,149.0816163,87.5,61.66666667,1
114,20,38.46153846,68.75,163.6567989,77.77777778,40,0.418712705
115,40,66.66666667,33.33333333,46.56385312,100,83.75,0.978334101
116,30,35.71428571,50,98.44964632,100,83.33333333,0.771939889
117,60,58.33333333,55.55555556,52.37365444,100,85,0.734873436
118,30,71.42857143,68.75,151.3844312,100,91.25,0.805404257
119,40,71.42857143,43.75,66.75579486,100,79.64285714,0.615453866
120,30,58.33333333,44.44444444,158.0918028,100,82.5,0.391981172
121,30,41.66666667,55.55555556,114.0555813,100,68.92857143,0.902128197
122,70,57.14285714,50,60.56049375,100,72.08333333,0.536043037
123,20,78.57142857,56.25,117.9813562,88.88888889,72.85714286,0.472516218
124,60,50,50,139.1789035,100,86.96428571,0.789853425
125,10,50,31.25,123.5019201,100,95,0.811460813
126,10,57.14285714,75,160.6916256,88.88888889,82.5,1
127,40,58.33333333,66.66666667,139.2615038,100,76.25,1
128,30,35.71428571,43.75,127.9228685,100,95,0.900762743
129,40,91.66666667,38.88888889,132.023319,87.5,85,0.648306667
130,40,50,50,131.6380393,100,74.58333333,0.754894063
131,50,57.14285714,56.25,168.4284078,100,78.33333333,1
132,30,35.71428571,31.25,128.8632966,100,90,0.744942888
133,40,33.33333333,38.88888889,65.30423597,100,70,0.535214913
134,40,42.85714286,62.5,130.7760868,100,76.54761905,0.514346427
135,50,50,62.5,141.0595296,100,69.76190476,0.787440056
136,50,63.63636364,38.88888889,83.56469431,100,78.75,0.541345631
137,30,50,62.5,175.1325386,100,83.21428571,1
138,50,57.14285714,68.75,161.8933367,100,73.33333333,0.703205151
139,10,36.36363636,5.555555556,134.5483081,100,85,1
140,30,50,38.88888889,127.8443656,62.5,50,0.736375374
141,30,42.85714286,50,105.0630329,88.88888889,95,0.685094194
142,20,41.66666667,55.55555556,140.4472114,100,82.5,1
143,30,66.66666667,50,150.3435349,100,81.25,0.989453543
144,30,41.66666667,44.44444444,137.931969,100,70,0.877813371
145,50,41.66666667,33.33333333,43.15249778,100,69.46428571,0.964675596
146,40,50,50,141.0027985,87.5,70,0.584678735
147,40,25,27.77777778,118.5238808,100,82.5,1
148,70,66.66666667,55.55555556,53.06304104,100,83.75,1
149,40,41.66666667,50,160.0081119,100,73.92857143,0.754639538
150,30,57.14285714,62.5,124.3612103,88.88888889,85,0.683838712
151,40,16.66666667,44.44444444,151.3374872,100,85,0.990847635
152,30,50,44.44444444,149.9601962,100,76.25,0.648126697
153,30,35.71428571,43.75,114.8357267,100,95,0.774118726
154,40,66.66666667,50,149.434769,100,82.5,0.63234651099999994
155,10,28.57142857,50,170.7639481,66.66666667,61.66666667,0.548043773
156,20,64.28571429,56.25,119.1347428,100,95,0.497843052
157,60,75,66.66666667,134.0182037,100,85,1
158,60,78.57142857,68.75,142.5527349,100,82.5,0.999818576
159,30,42.85714286,31.25,165.8077521,88.88888889,79.04761905,0.527925885
160,20,57.14285714,56.25,114.1323791,100,90,0.877269383
161,60,42.85714286,62.5,165.7885953,88.88888889,73.75,0.584588347
162,20,25,38.88888889,148.5003324,100,82.5,0.790159951
163,50,41.66666667,22.22222222,154.6707776,87.5,82.5,0.686912728
164,60,57.14285714,37.5,150.8729868,100,95,0.722456393
165,50,50,37.5,126.3041071,100,72.79761905,0.602621942
166,60,75,77.77777778,54.94753118,75,63.33333333,0.503781088
167,10,25,35.29411765,150.4471195,75,51.42857143,0.441865909
168,50,50,44.44444444,154.3123022,87.5,93.33333333,0.405715923
169,80,71.42857143,75,69.94702903,100,95,0.769051938
170,40,50,62.5,144.6144209,100,90,0.60837691
171,30,41.66666667,50,30.01647667,100,81.25,0.499948863
172,20,33.33333333,50,127.930615,87.5,83.75,0.65753841
173,40,58.33333333,44.44444444,157.7895882,100,67.5,1
174,50,35.71428571,56.25,141.5089467,100,82.5,0.86554994
175,80,50,33.33333333,121.1416082,100,81.25,0.543336519
176,60,57.14285714,56.25,153.1355565,100,95,0.628990941
177,50,57.14285714,37.5,141.7276473,88.88888889,69.46428571,0.9988254
178,30,64.28571429,56.25,141.1992889,100,92.5,0.787830423
179,30,41.66666667,44.44444444,148.4701711,100,67.5,0.677752731
180,90,71.42857143,81.25,116.3728221,100,87.5,0.943017754
181,50,66.66666667,55.55555556,152.7899961,100,85,0.498388881
182,30,33.33333333,38.88888889,157.8845994,100,76.25,0.910114326
183,40,57.14285714,56.25,138.3391609,100,84.46428571,0.866787353
184,50,58.33333333,55.55555556,79.70329042,100,83.75,1
185,30,64.28571429,62.5,180.9252615,88.88888889,90,1
186,50,50,50,144.3746853,100,85,0.941841749
187,30,57.14285714,50,179.9659525,66.66666667,95,0.839762032
188,70,83.33333333,50,150.5127091,100,81.25,0.71035842
189,30,66.66666667,33.33333333,137.9492345,100,80,0.853508615
190,50,41.66666667,55.55555556,158.8014301,100,72.5,0.556523759
191,20,28.57142857,25,144.4797656,100,54.16666667,0.994785827
192,40,42.85714286,37.5,171.9293401,77.77777778,77.5,0.874478395
193,30,21.42857143,31.25,172.3545079,88.88888889,67.08333333,0.481183095
194,40,42.85714286,50,122.4857524,88.88888889,63.33333333,0.772272231
195,30,21.42857143,50,127.4866842,100,82.5,0.977915266
196,30,28.57142857,56.25,182.7238024,88.88888889,48.63095238,0.912008099
197,20,21.42857143,25,130.0486713,100,69.58333333,1
198,30,28.57142857,50,180.4822547,55.55555556,100,0.690780869
199,50,42.85714286,31.25,165.1240224,88.88888889,78.21428571,0.928521468
200,50,14.28571429,18.75,144.1198297,66.66666667,75,0.78503258
201,40,50,18.75,158.9533757,77.77777778,75.55555556,0.999689957
202,30,35.71428571,37.5,138.9157424,88.88888889,77.08333333,0.927944232
203,30,21.42857143,56.25,141.7865251,100,75.71428571,1
204,40,21.42857143,6.25,148.0126954,88.88888889,80,0.670436483
205,20,35.71428571,12.5,182.6523462,88.88888889,81.25,0.937081042
206,50,35.71428571,46.66666667,157.4761899,77.77777778,68.33333333,1
207,20,14.28571429,31.25,119.5933222,100,73.33333333,0.766698156
208,60,50,31.25,152.974948,100,85,0.680238717
209,30,28.57142857,18.75,179.92542890000001,88.88888889,49.04761905,0.67866611
210,40,28.57142857,31.25,172.8197658,88.88888889,76.66666667,1
211,20,28.57142857,31.25,145.4455883,88.88888889,67.5,1
212,40,35.71428571,18.75,111.215335,88.88888889,71.25,1
213,40,42.85714286,43.75,180.3250519,100,62.08333333,0.679043457
214,50,33.33333333,27.77777778,159.3579343,100,80,0.612794636
215,50,33.33333333,38.88888889,156.7175105,62.5,90,0.82775917
216,40,7.142857143,6.25,151.8527097,62.5,75,0.950668291
217,30,33.33333333,38.88888889,115.4193706,100,72.67857143,0.912531375
218,20,25,38.88888889,150.8506625,100,75.17857143,0.64102484
219,30,50,22.22222222,147.1137904,100,78.75,0.899549021
220,30,16.66666667,33.33333333,154.1304394,87.5,65,0.556966339
221,60,33.33333333,38.88888889,149.3591851,75,60,0.82743106
222,30,33.33333333,44.44444444,131.201555,87.5,66.66666667,0.240210879
223,70,75,55.55555556,163.3784428,100,85,0.958450315
224,20,33.33333333,16.66666667,232.9706365,50,43.57142857,0.961300423
225,20,41.66666667,38.88888889,156.6832737,37.5,82.5,0.831429451
226,30,25,38.88888889,146.7940011,100,76.42857143,0.99980783
227,20,42.85714286,62.5,155.7158831,100,80,0.985505168
228,40,50,44.44444444,157.5040461,100,71.42857143,0.929949599
229,10,58.33333333,38.88888889,146.6428483,100,76.25,0.590550427
230,60,25,27.77777778,148.6542425,87.5,76.25,0.780560382
231,20,33.33333333,16.66666667,114.7803407,75,75.17857143,1
232,30,25,50,149.3802709,100,72.67857143,1
233,30,50,33.33333333,118.7212855,100,80,0.911258232
234,50,50,27.77777778,146.5400835,100,78.75,0.967224554
235,40,33.33333333,27.77777778,144.1813567,100,77.5,0.992073225
236,30,33.33333333,55.55555556,163.0518701,100,80,0.984459233
237,10,50,38.88888889,145.2527695,87.5,85.23809524,0.845482435
238,40,16.66666667,22.22222222,156.5812872,75,63.39285714,0.744534423
239,40,58.33333333,38.88888889,34.82779444,100,73.75,0.359758394
240,50,41.66666667,38.88888889,109.7321515,100,80,0.712894666
241,50,41.66666667,27.77777778,150.9733233,62.5,47.38095238,0.262215638
242,20,42.85714286,43.75,155.0136747,100,82.5,0.712047775
243,60,28.57142857,12.5,160.1774259,75,73.33333333,0.878361956
244,60,42.85714286,43.75,144.8180721,87.5,66.25,0.813287338
245,40,33.33333333,44.44444444,144.3365278,75,68.75,0.506501313
246,0,25,33.33333333,146.9715807,87.5,73.33333333,0.734385673
247,40,25,38.88888889,146.064089,100,72.85714286,0.959184503
248,30,16.66666667,16.66666667,163.2397663,100,66.25,0.949541109
249,40,58.33333333,22.22222222,85.34847715,100,68.75,0.967403289
250,30,21.42857143,37.5,150.4037829,75,77.5,0.677224832
251,10,21.42857143,25,155.1946744,77.77777778,58.0952381,0.735019054
252,30,35.71428571,50,158.4157954,88.88888889,67.5,1
253,40,21.42857143,37.5,142.647411,100,82.5,0.447052596
254,40,35.71428571,18.75,157.6749528,88.88888889,47.38095238,0.389954696
255,70,35.71428571,31.25,152.9243542,100,87.5,0.643973138
256,50,71.42857143,25,157.1052565,77.77777778,43.39285714,0.450260513
257,40,28.57142857,6.25,178.1251585,88.88888889,76.66666667,0.907783667
258,20,35.71428571,6.25,154.0942029,100,48.69047619,0.681089027
259,40,21.42857143,43.75,142.9703274,100,77.5,0.897461444
260,10,14.28571429,37.5,158.433284,88.88888889,80.83333333,1
261,40,14.28571429,56.25,138.8629901,100,90,1
262,40,21.42857143,12.5,158.0499151,88.88888889,90,0.838079417
263,50,28.57142857,18.75,133.9463463,100,87.5,0.847088801
264,40,21.42857143,31.25,137.7023025,100,92.5,0.984443418
265,40,21.42857143,31.25,159.0909399,77.77777778,50.89285714,0.368693269
266,20,14.28571429,43.75,158.177659,88.88888889,90,0.87312876
267,30,21.42857143,18.75,158.8301304,77.77777778,40.95238095,0.612505417
268,10,7.142857143,37.5,158.1704383,88.88888889,90,0.740802197
269,20,7.142857143,31.25,139.7427134,100,90,0.825683974
270,40,35.71428571,37.5,123.9926267,77.77777778,81.96428571,0.526946975
271,30,14.28571429,18.75,153.7142496,88.88888889,90,0.775841858
272,50,75,33.33333333,114.4323568,100,73.75,0.987033796
273,40,33.33333333,33.33333333,152.6557041,87.5,63.57142857,0.968120201
274,20,58.33333333,55.55555556,127.3817099,100,78.75,0.671418765
275,40,33.33333333,33.33333333,135.2712335,100,76.25,1
276,33,33.33333333,22.22222222,143.7158728,87.5,67.5,0.828881641
277,60,66.66666667,33.33333333,151.5945231,100,51.42857143,0.677626993
278,40,33.33333333,27.77777778,154.1355178,100,78.75,0.989793149
279,20,50,38.88888889,154.1272295,100,55.35714286,0.364723144
280,20,50,33.33333333,155.8320404,87.5,71.66666667,0.806495958
281,30,50,33.33333333,157.4194774,100,63.75,0.796943195
282,30,41.66666667,27.77777778,140.1177676,100,68.75,0.779895305
283,50,41.66666667,56.25,154.6254791,100,75,0.795562043
284,50,58.33333333,22.22222222,126.4513353,100,85,0.796030769
285,10,41.66666667,33.33333333,161.7760978,75,59.04761905,0.652387025
286,50,33.33333333,16.66666667,126.2664083,100,56.25,0.705677218
287,20,83.33333333,55.55555556,154.7938082,87.5,95,0.532735553
288,40,50,61.11111111,149.1770538,100,81.25,0.939140223
289,40,33.33333333,38.88888889,145.2188694,100,66.78571429,0.911240442
290,20,50,27.77777778,153.2674099,100,81.25,0.802661096
291,30,50,22.22222222,112.1230965,100,62.5,0.729424868
292,30,41.66666667,33.33333333,157.8893542,62.5,80,0.847823383
293,20,41.66666667,27.77777778,147.6477006,62.5,80,0.99576427
294,50,36.36363636,44.44444444,158.3878988,87.5,83.75,0.726851015
295,40,33.33333333,27.77777778,148.8466769,50,95,0.970514807
296,30,41.66666667,50,151.5849878,62.5,70,1
297,20,41.66666667,22.22222222,97.72073139,100,83.75,0.924035085
298,60,66.66666667,22.22222222,145.8355956,100,80,0.628018799
299,50,50,50,130.2896121,100,82.5,0.883772908
300,40,33.33333333,33.33333333,110.9466794,87.5,80,0.70617818
301,40,50,38.88888889,118.8190241,100,82.5,0.95616064
302,50,66.66666667,55.55555556,113.0525443,100,55.35714286,0.87983309
303,30,25,33.33333333,153.1531713,75,78.33333333,1
304,50,58.33333333,50,26.18205118,100,66.25,0.312615552
305,30,50,33.33333333,149.4861687,100,77.5,0.966181864
306,50,66.66666667,44.44444444,142.6523928,100,85,0.787345476
307,40,16.66666667,55.55555556,148.3603133,62.5,38.33333333,0.995759113
308,40,33.33333333,38.88888889,153.204268,87.5,82.5,0.705481737
309,40,50,27.77777778,105.8064768,100,83.75,0.756373795
310,30,58.33333333,50,134.3511357,100,72.85714286,0.997718923
311,40,25,38.88888889,149.3506967,75,48.57142857,0.74199841
312,60,50,33.33333333,139.5160286,87.5,78.75,0.883172883
313,60,58.33333333,44.44444444,135.2663953,100,83.75,0.896517885
314,40,41.66666667,44.44444444,113.8136092,100,57.67857143,0.890454007
315,70,66.66666667,61.11111111,133.6709262,87.5,73.33333333,1
316,70,58.33333333,33.33333333,138.1975447,100,82.5,1
317,50,41.66666667,16.66666667,152.9370441,100,72.5,1
318,50,50,44.44444444,144.924283,100,76.25,0.927165285
319,50,66.66666667,50,86.8166009,100,85,0.658004232
320,30,41.66666667,55.55555556,150.6123473,100,81.25,0.896217726
321,70,41.66666667,27.77777778,138.0371789,100,62.5,0.599563291
322,40,50,50,149.5612149,100,83.75,0.680447064
323,30,58.33333333,50,160.723581,100,85,0.95105008
324,50,33.33333333,55.55555556,154.3444268,87.5,80,0.890243968
325,40,50,38.88888889,85.2113216,100,72.5,0.709666689
326,50,75,38.88888889,126.4439525,100,73.75,0.744252553
327,40,41.66666667,33.33333333,100.3982149,100,83.75,1
328,30,66.66666667,33.33333333,92.93670111,87.5,81.25,0.940857273
329,50,50,68.75,158.0378763,100,67.5,0.994345086
330,40,35.71428571,31.25,168.6225376,88.88888889,82.5,0.669632963
331,20,25,50,130.6299772,100,83.75,0.873362146
332,50,57.14285714,43.75,164.4354485,100,82.5,1
333,40,71.42857143,50,158.7147894,100,63.33333333,0.976812664
334,20,66.66666667,27.77777778,141.3566247,100,83.75,0.882755815
335,10,41.66666667,33.33333333,150.4709956,87.5,70,0.945838426
336,20,41.66666667,27.77777778,122.5707846,100,82.5,0.810347119
337,0,28.57142857,50,166.51386,88.88888889,78.57142857,0.987488317
338,20,7.142857143,37.5,164.7012388,100,95,0.889921708
339,40,28.57142857,37.5,169.2414049,100,77.5,0.97799864
340,20,35.71428571,37.5,161.010996,100,91.42857143,0.637058035
341,40,16.66666667,22.22222222,105.7285198,100,82.5,0.79935187
342,20,35.71428571,25,176.9417631,88.88888889,67.08333333,0.407235775
343,0,7.142857143,43.75,144.9889776,100,92.5,0.848127141
344,50,71.42857143,75,32.73265437,100,82.5,0.75368062
345,30,42.85714286,31.25,120.0308564,100,80,0.715418219
346,30,57.14285714,37.5,172.79612,100,75,0.552647575
347,20,28.57142857,43.75,139.7980744,100,69.04761905,0.453337951
348,0,28.57142857,25,140.6907139,88.88888889,75.17857143,0.853536898
349,30,57.14285714,50,158.5304854,88.88888889,65,0.60564896
350,20,42.85714286,18.75,176.6921482,88.88888889,90.71428571,0.987373247
351,60,50,43.75,136.5410056,88.88888889,70,0.72203197
352,20,57.14285714,68.75,137.2401565,100,70.83333333,0.810314032
353,30,42.85714286,43.75,130.5603028,100,87.5,0.678689456
354,30,28.57142857,56.25,152.2993928,100,87.5,0.66135745
355,20,21.42857143,25,168.077266,88.88888889,92.5,0.676656478
356,20,28.57142857,31.25,176.4030803,77.77777778,92.5,0.826272822
357,20,35.71428571,25,179.0554846,88.88888889,73.33333333,0.54842014
358,50,64.28571429,50,150.8020636,100,76.25,0.838799156
359,20,42.85714286,50,181.9448497,77.77777778,73.33333333,0.752641637
360,40,50,56.25,167.6961275,88.88888889,73.33333333,0.951927084
361,20,42.85714286,50,116.9347756,100,67.97619048,0.565980554
362,40,64.28571429,43.75,182.1736757,88.88888889,72.5,0.462665273
363,40,42.85714286,62.5,149.518923,100,64.58333333,0.8890656
364,30,50,43.75,149.8384879,100,70.83333333,0.667397411
365,10,28.57142857,50,143.848827,100,72.5,0.844468312
366,20,64.28571429,81.25,180.8380486,88.88888889,83.33333333,0.953816768
367,40,64.28571429,56.25,149.1101349,100,82.5,0.881329101
