id,timestamp,answer
58,2/2/2025 12:56,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot)"
59,2/2/2025 13:15,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
60,2/2/2025 14:04,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
61,2/2/2025 14:19,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
62,2/2/2025 14:41,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
63,2/2/2025 14:47,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน"
64,2/2/2025 15:01,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
65,2/2/2025 15:43,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
66,2/2/2025 15:46,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
67,2/2/2025 15:56,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
68,2/2/2025 16:06,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ค่าต่ำสุดและค่าสูงสุด"
69,2/2/2025 16:11,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot)"
70,2/2/2025 16:24,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
71,2/2/2025 16:25,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
72,2/2/2025 16:51,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
73,2/2/2025 17:13,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
74,2/2/2025 17:23,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
75,2/2/2025 18:10,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
76,2/2/2025 18:19,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
77,2/2/2025 18:24,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
78,2/2/2025 18:31,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
79,2/2/2025 18:36,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
80,2/2/2025 19:07,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
81,2/2/2025 19:11,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภูมิวงกลม (pie chart)"
82,2/2/2025 19:22,"แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart)"
83,2/2/2025 19:44,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
84,2/2/2025 20:02,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
85,2/2/2025 20:12,"ฮิสโทแกรม (histogram), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
86,2/2/2025 20:12,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot)"
87,2/2/2025 20:30,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
88,2/2/2025 20:49,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน"
89,2/2/2025 21:09,"ฮิสโทแกรม (histogram), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
90,2/2/2025 21:15,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
91,2/2/2025 21:17,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
92,2/2/2025 21:25,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน"
93,2/2/2025 21:26,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
94,2/2/2025 21:30,"แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart)"
95,2/2/2025 21:38,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
96,2/2/2025 21:43,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน"
97,2/2/2025 21:44,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน"
98,2/2/2025 21:55,"ฮิสโทแกรม (histogram), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
99,2/2/2025 22:00,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ค่าต่ำสุดและค่าสูงสุด"
100,2/2/2025 22:05,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน"
101,2/2/2025 22:08,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
102,2/2/2025 22:09,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน"
103,2/2/2025 22:19,"ฮิสโทแกรม (histogram), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
104,2/2/2025 22:47,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
105,2/2/2025 22:56,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
106,2/2/2025 23:00,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart)"
107,2/2/2025 23:10,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart)"
108,2/2/2025 23:13,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
109,2/2/2025 23:15,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
110,2/2/2025 23:20,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน"
111,2/2/2025 23:21,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart)"
112,2/2/2025 23:25,"ฮิสโทแกรม (histogram), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
113,2/2/2025 23:32,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน"
114,2/2/2025 23:36,"แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart)"
115,2/2/2025 23:41,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
116,2/2/2025 23:49,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), แผนภูมิวงกลม (pie chart), ค่าเฉลี่ย และ/หรือ มัธยฐาน"
117,2/2/2025 23:53,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot)"
118,2/2/2025 23:59,"ฮิสโทแกรม (histogram), แผนภาพกล่อง (boxplot), แผนภาพการกระจาย (scatter plot), ค่าเฉลี่ย และ/หรือ มัธยฐาน, ส่วนเบี่ยงเบนมาตรฐาน, ค่าต่ำสุดและค่าสูงสุด"
